serial_id,accFoundMonthIncome,accFundGroupConsumeFinanceCnt,accFundGroupScoreCardCreditHistoryShortPer,accFundGroupScoreCardCreditWhiteUserFlag,accFundGroupScoreCardInqyOrgLoanCard3m,accFundGroupScoreCardIsCrossProvinceBehaviorAccFound,accFundGroupScoreCardIsLargeAgeAccFound,accFundGroupScoreCardIsVillageLargeAccFound,accFundGroupScoreCardNotBankLoanAccountCntRatio,accFundGroupScoreCardPbcV2ScoreInfoScore,accFundGroupScoreCardShortTermLoanCntAfterAccFound,accFundGroupScoreCardStability,ageDelqScore,ageDelqex,amtUseRatioAccountAvg,amtUseRatioMax,amtUseRatioSum,amtuseratioaccountmax,balanceMax,balanceMaxR2,balanceMinR2,balanceSum,balanceavg1r2,balanceavgr2,balancemin1r2,balancesumr2,baseInfoCompanyNature,baseInfoEduLevel,baseInfoEduLevelScore,baseInfoMaritalStatus,baseInfoMaritalStatusScore,baseV0300000AddressIsConsistent,baseV03007MobileCnt,baseV04002SpsCerttype,baseV0500000AddressCnt,baseV0500004AddressCnt,baseV0500005AddressCnt,baseV0500007AddressCnt,baseV0500025AddressCnt,baseV0500034ResidenceTypeCnt,baseV0500041ResidenceTypeCnt,baseV05003ResdType,baseV05004ResdMtypeOwn,baseV05005ResdMtypeOth,baseV05007ResdTypeC1,baseV05011ResdTypeC5,baseV05017ResdTypeCna,baseV0600002Company,baseV0600003StartYearCnt,baseV0600005Industry
CR202404080010800000007960,,2,0,,0,,0,0,20,0,0,15,2,45,0.6125,0.24524525,0.17512509,,245,,,245,,,,,,91,,91,,0,1,10,1,0,0,2161,0,0,0,9,0,0,0,0,0,-999,-999,-999
CR202404080010800000008056,,2,0,,0,,0,0,,0,0,15,6,40,0.33867793714285716,0.50269,0.29014228,,50269,50269,0,93803,,,,,99,60,,60,,0,2,,4,3,1,452,3,0,1,1,2,0,1,0,0,0,-999,0
CR202404080010800000008233,,0,0,,0,,0,0,,0,0,30,2,43,0.0,0.0,0.0,,0,,,0,,,,,10,60,,60,,0,1,,1,0,1,377,0,0,1,1,1,0,1,0,0,0,2289,0
CR202404080010800000010768,,0,0,,0,,0,0,,0,0,15,-11,24,5.555666666666667E-5,1.1111E-4,5.0E-5,,1,1,0,1,,,,,99,91,,91,,0,2,,3,0,0,970,2,0,0,9,0,1,0,0,0,2,1193,1
CR202404080010800000010916,,4,0,,0,,0,0,20,0,0,15,2,45,0.0,0.0,0.0,,0,0,0,0,,,,,99,91,,91,,0,2,,3,0,0,1853,0,1,0,7,0,0,0,0,0,0,-999,0
CR202404080010800000011026,,0,0,,0,,0,0,,0,0,15,-11,55,0.15531,0.31758388,0.06456716,,10526,0,0,23059,,,,,20,91,,91,,0,1,10,4,2,1,1054,3,1,0,9,1,1,0,0,0,2,4846,1
CR202404080010800000011589,,1,0,,0,,0,0,20,0,0,15,0,31,0.0,0.0,0.0,,0,0,0,0,,,,,99,20,,20,,0,1,,1,0,0,402,0,0,0,9,0,0,0,0,0,0,-999,0
CR202404080010800000011881,,2,0,,0,,0,0,,0,0,0,0,25,0.6077601233333333,1.0,0.58019346,,171100,12633,0,476615,,,,,99,20,,20,,0,2,,4,3,1,313,3,3,2,1,2,0,2,0,0,4,-999,1
CR202404080010800000012636,,0,0,,0,,0,0,,0,0,15,-11,54,0.35128333333333334,0.95585,0.75545098,,38234,294,0,38528,,,,,40,91,,91,,0,1,,2,0,1,776,1,1,2,1,3,0,2,0,0,3,4846,1
CR202404080010800000013422,,1,0,,0,,0,0,,0,0,15,6,36,0.0,0.0,0.0,,0,,,0,,,,,,90,,90,,0,1,,1,0,0,368,0,0,0,9,0,0,0,0,0,-999,-999,-999
CR202404080010800000014272,,0,0,,0,,0,0,,0,0,15,-3,48,0.37747639,0.9157625,0.52920859,,73261,0,0,86261,,,,,99,60,,60,,0,1,,4,2,1,2544,2,0,1,7,2,0,2,0,0,0,5211,0
CR202404080010800000014573,,1,0,,0,,0,0,,0,0,15,2,41,0.126,0.5,0.25128,,50000,0,0,50256,,,,,50,30,,30,,0,1,10,5,0,1,4886,2,0,1,9,2,0,2,0,0,2,4846,1
CR202404080010800000015639,,2,0,,0,,0,0,,0,0,15,6,36,0.0,0.0,0.0,,0,,,0,,,,,99,20,,20,,1,2,,1,0,0,668,0,0,0,7,0,0,0,0,0,0,-999,0
CR202404080010800000016232,,1,0,,0,,0,0,,0,0,0,-3,47,0.032895212413793104,0.43624,0.15810349,,130872,130872,0,219198,,,,,99,20,,20,,0,2,,5,4,1,514,4,1,1,1,2,0,1,0,0,4,-999,0
CR202404080010800000016637,,1,0,,0,,0,0,,0,0,0,6,40,0.037404188888888884,0.17726,0.06642519,,17726,17726,0,17752,,,,,99,20,,20,,0,2,,3,0,1,1037,2,0,1,7,3,0,1,0,0,4,-999,2
CR202404080010800000016694,,1,0,,0,,0,0,,0,0,15,-3,47,0.144054054,0.1,0.0468633,,2700,50,0,2817,,,,,50,40,,40,,0,2,10,4,1,0,1152,2,1,0,9,0,1,0,0,0,1,-999,1
CR202404080010800000016880,,1,0,,0,,0,0,20,0,0,15,0,25,0.0,0.0,0.0,,0,,,0,,,,,30,30,,30,,1,1,,1,0,1,13,0,1,1,1,1,0,1,0,0,0,-999,0
CR202404080010800000018197,,1,0,,0,,0,0,20,0,0,15,-11,24,0.0,0.0,0.0,,0,0,0,0,,,,,99,30,,30,,0,1,,2,0,0,1123,0,0,0,9,0,0,0,0,0,0,-999,0
CR202404080010800000018786,,0,0,,0,,0,0,,0,0,15,-11,52,0.68929,0.68929,0.68929,,68929,,,68929,,,,,99,30,,30,,0,1,10,2,0,1,1052,1,0,1,9,1,0,1,0,0,0,-999,0
CR202406220010800000000692,,0,0,,0,,0,0,,0,0,0,6,39,1.1485835714285713,1.04598,0.96992131,,104598,104598,0,220757,,,,,99,20,,20,,0,2,,5,1,0,1377,2,1,0,9,0,2,0,0,0,3,-999,2
CR202406220010800000000853,,1,0,,0,,0,0,20,0,0,0,-11,23,0.0,0.0,0.0,,0,,,0,,,,,40,20,,20,,0,2,,1,0,0,243,0,0,0,3,0,1,0,0,0,0,-999,0
CR202406220010800000001343,,1,0,,0,,0,0,,0,0,15,2,41,0.051701,0.38876821,0.11950741,,77852,77852,0,80042,,,,,50,30,,30,,0,1,,5,2,1,938,4,0,1,7,2,0,1,0,0,3,-999,2
CR202406220010800000002062,,0,0,,0,,0,0,,0,0,0,2,42,0.27756056777777777,0.99800399,0.38795959,,250000,16076,0,508719,,,,,99,10,,10,,0,2,,5,3,0,838,4,3,0,9,0,0,0,0,0,4,-999,1
CR202406220010800000002126,,0,0,,0,,0,0,,0,0,15,0,27,0.003659575,0.02195745,0.00713052,,1032,1032,0,1032,,,,,99,30,,30,,0,3,,5,0,1,1731,1,1,1,7,1,1,1,0,0,2,-999,2
CR202406220010800000002239,,1,0,,0,,0,0,20,0,0,15,0,31,0.25367338333333334,1.0,0.48628553,,200000,0,0,220725,,,,,40,60,,60,,0,1,,4,1,1,2579,3,0,0,9,1,2,0,1,0,2,-999,1
CR202406220010800000002645,,0,0,,0,,0,0,,0,0,15,0,35,0.12156215333333333,0.28270625,0.22499034,,45233,1340,0,46573,,,,,20,30,,30,,0,1,,4,1,1,2551,1,1,0,7,1,0,1,0,0,2,4190,1
CR202406220010800000002994,,0,0,,0,,0,0,,0,0,15,-3,49,,,,,,,,,,,,,40,60,,60,,0,2,,3,0,0,3724,0,0,0,9,0,0,0,0,0,0,-999,0
CR202407130010800000000032,,3,0,,0,,0,0,,0,0,0,2,42,0.7607078515384615,1.0,0.33889682,,300000,83951,0,1300970,,,,,99,20,,20,,0,2,10,2,1,1,235,1,3,1,9,1,0,1,0,0,4,-999,3
CR202407130010800000000149,,3,0,,0,,0,0,,0,0,15,0,29,0.086492025,0.24546667,0.05681417,,7364,4463,0,13853,,,,,99,20,,20,,0,3,,5,4,1,665,4,1,0,9,1,1,0,0,0,4,-999,3
CR202407130010800000000329,,1,0,,0,,0,0,,0,0,0,0,32,0.312864467,0.78285714,0.4240122,,137000,40400,0,285021,,,,,40,20,,20,,0,1,,4,3,1,681,3,1,1,9,1,0,1,0,0,4,-999,4
CR202407130010800000003186,,1,0,,0,,0,0,20,0,0,15,6,39,0.02509804,0.1254902,0.04737232,,6400,0,0,6400,,,,,99,30,,30,,0,3,,3,0,1,5237,1,1,0,9,1,0,1,0,0,0,-999,0
CR202407130010800000003601,,1,0,,0,,0,0,20,0,0,0,2,42,0.3624214075,0.97518095,0.23858004,,102394,102394,0,276781,,,,,40,20,,20,,0,2,,5,1,1,1157,3,2,1,7,1,0,1,0,0,3,-999,1
CR202407130010800000003680,,56,0,,0,,0,0,20,0,0,15,0,29,0.41051033,0.53501832,0.37145422,,58424,58424,0,244142,,,,,40,30,,30,,0,3,,5,4,1,394,4,0,1,9,1,1,1,0,0,4,-999,3
CR202407130010800000004724,,0,0,,0,,0,0,,0,0,15,-3,47,0.005,0.01309091,0.00727273,,720,720,0,720,,,,,99,20,,20,,0,1,,3,2,1,359,2,0,1,9,2,0,1,0,0,0,-999,0
CR202405010010800000000441,,1,0,,0,,0,0,,0,0,15,2,44,0.2571034227272727,0.4112,0.17218419,,41120,41120,0,140623,,,,,40,30,,30,,0,2,,4,3,1,546,3,1,2,1,2,0,2,0,0,4,-999,1
CR202406200010800000000267,,2,0,,0,,0,0,,0,0,0,-3,49,0.4522540740740741,0.7475,0.14812467,,299000,175455,0,1715251,,,,,99,20,,20,,0,3,10,5,4,1,562,4,2,3,1,3,0,3,0,0,2,-999,1
CR202406200010800000000332,,2,0,,0,,0,0,,0,0,0,0,29,0.401188175,0.84166667,0.20327023,,101000,39681,0,220001,,,,,99,20,,20,,0,2,,4,3,1,393,3,3,2,9,2,0,2,0,0,0,-999,0
CR202406200010800000001532,,0,0,,0,,0,0,20,0,0,15,0,32,0.11737857,0.23475714,0.08703919,,16433,16433,0,16433,,,,,99,30,,30,,0,2,,1,0,0,1627,0,0,0,9,0,0,0,0,0,0,-999,0
CR202406200010800000001767,,1,0,,0,,0,0,5,0,0,15,6,37,0.04417109,0.32836872,0.11306369,,58778,0,0,61778,,,,,99,30,,30,,0,1,,5,0,0,3293,2,1,0,9,0,0,0,0,0,3,-999,2
CR202406200010800000002064,,1,0,,0,,0,0,20,0,0,15,6,37,0.15,0.15,0.15,,15,,,15,,,,,,,,,,0,1,,0,0,0,-999,0,0,0,,0,0,0,0,1,-999,-999,-999
CR202406200010800000002557,,1,0,,0,,0,0,,0,0,15,2,42,0.3005675,1.0,0.4821029,,200000,0,0,296932,,,,,99,60,,60,,0,2,,4,2,1,758,3,2,1,5,1,2,1,2,0,3,-999,1
CR202406200010800000002792,,0,0,,0,,0,0,,0,0,15,2,44,0.00225,2.7273E-4,9.87E-5,,9,0,0,9,,,,,50,40,,40,,0,1,,5,0,1,4904,0,0,0,9,1,0,1,0,0,3,6015,1
CR202406200010800000002895,,1,0,,0,,0,0,20,0,0,15,2,42,0.1915044225,0.6145625,0.1983408,,49165,49165,0,51235,,,,,99,30,,30,,0,1,,2,0,1,1553,0,0,0,11,1,0,0,0,0,0,-999,0
CR202406200010800000003675,,1,0,,0,,0,0,,0,0,15,6,36,0.38745672000000003,0.5618,0.27822836,,30899,30899,0,89089,,,,,99,30,,30,,0,2,,5,1,0,1246,3,0,0,9,0,1,0,1,0,4,-999,2
CR202406200010800000004250,,1,0,,0,,0,0,20,0,0,15,-3,49,0.016410256666666668,0.0064,0.00286996,,64,0,0,64,,,,,50,90,,90,,0,1,,4,0,1,2507,1,0,1,9,2,0,2,0,0,2,3093,1
CR202406200010800000005000,,1,0,,0,,0,0,20,0,0,15,6,36,0.45860543,0.45044672,0.51347978,,83693,43041,0,132067,,,,,99,60,,60,,0,2,,5,1,1,1362,3,0,0,9,2,0,1,0,0,1,-999,1
CR202406200010800000005409,,1,0,,0,15,0,0,,0,0,15,-3,46,0.33590739875,0.55914,0.23107173,,167742,0,0,489641,,,,,99,40,,40,,0,2,10,5,4,1,429,4,2,1,1,1,0,1,0,0,4,-999,1
CR202406200010800000005447,,1,0,,0,,0,0,20,0,0,15,6,39,0.30006696374999997,0.72180357,0.24652789,,40421,40421,0,62766,,,,,20,30,,30,,0,3,10,4,0,1,1494,2,0,3,1,3,0,3,0,0,4,-999,1
CR202406200010800000006076,,0,0,,0,,0,0,,0,0,15,-3,46,0.14644858714285713,0.57692308,0.19234762,,30000,30000,0,40393,,,,,99,30,,30,,0,1,,5,2,1,983,4,0,1,11,2,0,1,0,0,4,-999,2
CR202406200010800000006407,,0,0,,0,,0,0,,0,0,15,-3,48,0.368846155,0.0822,0.0730203,,2877,0,0,2877,,,,,99,30,,30,,0,1,10,3,0,0,5083,1,0,0,3,0,2,0,1,0,2,-999,1
CR202406200010800000008103,,0,0,,0,,0,0,20,0,0,15,2,41,0.0885446542857143,0.17686567,0.04681868,,11850,11850,0,17042,,,,,99,30,,30,,0,2,,5,0,1,1082,4,0,2,9,2,0,2,0,0,2,-999,1
CR202406200010800000008906,,1,0,,0,,0,0,,0,0,15,0,35,0.3770116075,0.65,0.40394521,,19500,9073,0,44232,,,,,99,30,,30,,0,1,,5,3,1,757,4,0,1,1,1,0,1,0,0,4,-999,1
CR202406200010800000008926,,1,0,,0,,0,0,5,0,0,0,6,40,0.08396242454545454,0.74718,0.22149602,,149436,103,0,167008,,,,,50,20,,20,,0,2,,5,0,1,1139,3,0,1,1,3,1,1,1,0,4,-999,2
CR202406170010800000000982,,1,0,,0,,0,0,,0,0,30,0,32,0.46276885250000005,1.00595041,0.83636548,,48688,37,0,82382,,,,,99,60,,60,,1,2,,5,4,1,642,4,0,0,2,1,2,0,0,0,1,-999,1
CR202406170010800000001010,,0,0,,0,,0,0,,0,0,15,2,45,0.0,0.0,0.0,,0,0,0,0,,,,,99,30,,30,,0,1,,1,0,1,1108,0,0,0,1,1,0,1,0,0,0,2724,0
CR202406170010800000001644,,0,0,,0,,0,0,,0,0,15,-11,23,0.0,0.0,0.0,,0,0,0,0,,,,,10,30,,30,,0,1,,4,2,1,938,3,1,0,11,1,0,0,0,0,2,-999,2
CR202406170010800000001739,,2,0,,0,,0,0,,0,0,15,-3,46,0.15916666666666665,0.05876923,0.02446522,,764,0,0,764,,,,,99,91,,91,,0,1,,4,1,0,5698,1,0,0,9,0,1,0,0,0,2,6377,2
CR202406170010800000002071,,3,0,,0,,0,0,,0,0,15,-3,50,0.11382087555555555,1.0,0.06884873,,100000,557,0,100853,,,,,99,91,,91,,0,4,,5,4,1,545,4,3,1,9,1,0,1,0,0,3,-999,0
CR202406170010800000002116,,1,0,,0,,0,0,,0,0,15,-3,47,0.36922334999999995,0.6122029,0.43638793,,42242,42242,0,216194,,,,,50,30,,30,,0,1,,5,4,1,548,4,2,0,9,3,0,0,0,0,4,-999,1
CR202406170010800000002264,,0,0,,0,,0,0,,0,0,15,2,43,0.315151515,0.6,0.32746955,,120000,,,121000,,,,,99,99,,99,,0,1,,1,0,0,495,0,0,0,9,0,0,0,0,0,0,-999,0
CR202406170010800000002445,,5,0,,0,,0,0,,0,0,15,6,37,0.299756848,0.11235625,0.06014938,,17977,,,30289,,,,,99,30,,30,,0,1,10,3,0,1,2807,1,0,0,9,1,0,1,0,0,0,4185,0
CR202406170010800000002815,,0,0,,0,,0,0,,0,0,15,0,30,,,,,,,,,,,,,99,91,,91,,0,2,,1,0,1,1889,0,0,0,9,1,0,1,0,0,1,-999,0
CR202406170010800000003086,,0,0,,0,15,0,0,,0,0,0,2,43,0.4701027154545454,0.83333333,0.34191471,,300000,348,0,1059115,,,,,99,10,,10,,0,1,,4,2,0,763,3,0,0,7,0,1,0,0,0,2,-999,1
CR202406170010800000003735,,1,0,,0,,0,0,20,0,0,15,2,43,0.3411963333333333,0.34172,0.26476726,,34172,34172,0,108988,,,,,99,30,,30,,0,3,,5,2,1,1017,4,0,2,7,3,0,2,0,0,4,-999,1
CR202406170010800000003768,,1,0,,0,,0,0,5,0,0,15,0,35,0.167967544,0.3524,0.14248474,,52860,0,0,74719,,,,,50,40,,40,,0,1,,4,0,1,3598,1,1,0,2,1,2,0,0,0,1,-999,1
CR202406170010800000004517,,1,0,,0,,0,0,,0,0,0,2,45,0.57435,1.0,0.58963454,,102000,0,0,182315,,,,,99,20,,20,,0,1,,3,1,1,3084,1,0,1,9,3,0,2,0,0,1,-999,0
CR202406170010800000004559,,2,0,,0,15,0,0,20,0,0,15,2,44,0.2638,1.0552,0.54081758,,13190,13190,0,13190,,,,,50,60,,60,,0,1,,4,0,1,4793,0,0,0,7,2,0,2,0,0,3,-999,2
CR202406170010800000004871,,3,0,,0,,0,0,20,0,0,0,6,37,0.028731414444444443,0.25,0.03241599,,50000,50000,0,50857,,,,,99,20,,20,,0,4,,5,4,1,336,4,0,2,1,2,0,2,0,0,3,-999,1
CR202406170010800000005441,,0,0,,0,,0,0,,0,0,15,2,43,0.0,0.0,0.0,,0,0,0,0,,,,,99,91,,91,,0,1,,5,0,1,1769,0,1,0,9,2,0,2,0,0,3,-999,2
CR202406170010800000005534,,2,0,,0,,0,0,20,0,0,15,-3,50,0.24375,0.1755,0.07765143,,1755,0,0,1755,,,,,99,60,,60,,0,1,,3,0,1,2299,0,0,0,7,1,0,1,0,0,2,7473,2
CR202406170010800000005826,,19,0,,0,15,0,0,5,0,0,15,0,31,0.4781421133333334,0.9769557,0.35317363,,154359,96136,0,311467,,,,,50,30,,30,,0,2,,5,4,1,483,4,2,0,9,1,0,0,0,0,4,-999,1
CR202406170010800000007002,,4,0,,0,15,0,0,,0,0,0,2,41,0.2165825165,0.53,0.14566694,,265000,199906,0,602462,,,,,50,10,,10,,0,2,10,5,4,1,435,4,1,0,9,2,0,0,0,0,4,-999,3
CR202406170010800000008434,,3,0,,0,,0,0,,0,0,15,6,40,1.469033608888889,1.04197147,1.04860382,,160672,160672,0,490324,,,,,99,60,,60,,1,2,,4,2,0,1235,3,3,0,3,0,1,0,0,0,3,-999,1
CR202410090010800000000574,,23,0,,0,,0,0,20,0,0,15,0,27,0.193133334,0.12240845,0.02349617,,8691,8691,0,8691,,,,,99,30,,30,,0,2,,5,4,1,469,4,1,0,7,1,1,0,1,0,4,-999,3
CR202410090010800000001301,,1,0,,0,,0,0,,0,0,15,2,44,0.4864987533333333,0.78947368,0.45473684,,150000,50235,0,362016,,,,,40,60,,60,,0,2,10,4,3,1,259,3,3,0,2,3,2,0,2,0,4,-999,3
CR202410090010800000001633,,0,0,,0,,0,0,,0,0,15,2,44,0.24194666666666667,0.23666667,0.2239599,,71000,0,0,116168,,,,,50,91,,91,,0,1,10,5,3,1,803,4,1,2,9,2,0,2,0,0,4,2838,1
CR202410090010800000001914,,3,0,,0,15,0,0,,0,0,0,6,38,0.15435793666666667,0.66666667,0.13943802,,332000,7475,0,541548,,,,,99,20,,20,,0,3,,5,4,0,434,4,1,0,9,0,1,0,1,0,4,-999,3
CR202410090010800000002289,,0,0,,0,,0,0,,0,0,15,-3,50,0.0059248500000000015,0.00376,0.00190914,,188,188,0,256,,,,,99,40,,40,,0,1,10,5,0,1,1219,3,0,2,9,3,0,3,0,0,2,-999,3
CR202410090010800000002660,,3,0,,0,,0,0,,0,0,15,0,30,0.6054198575,0.78531579,0.13279772,,104447,0,0,112447,,,,,40,30,,30,,1,1,,3,0,1,1114,1,0,0,2,1,0,0,0,0,1,-999,1
CR202410090010800000002742,,0,0,,0,,0,0,,0,0,15,0,25,0.5523084414285714,0.77968485,0.54842065,,128648,77066,0,242012,,,,,50,30,,30,,0,3,,4,2,1,1132,2,0,1,9,1,1,1,0,0,2,-999,1
CR202410090010800000003440,,3,0,,0,,0,0,20,0,0,0,0,33,0.7979227209090909,0.99823297,0.50101065,,278507,95585,0,836047,,,,,50,20,,20,,0,2,,4,3,1,365,3,3,1,9,2,0,1,0,0,3,-999,1
CR202410090010800000003702,,3,0,,0,15,0,0,20,0,0,0,-11,53,0.3484091306666667,1.0,0.45539528,,153000,74238,0,262284,,,,,99,20,,20,,0,1,,5,4,1,191,4,2,1,1,2,0,1,0,0,2,-999,0
CR202410090010800000003825,,0,0,,0,15,0,0,,0,0,0,-3,46,0.5781646083333333,0.79506667,0.47829885,,190816,190816,0,312090,,,,,20,20,,20,,0,1,,4,3,1,184,3,4,1,7,2,0,1,0,0,4,7952,1
CR202410090010800000004178,,1,0,,0,15,0,0,,0,0,15,-11,52,0.36322279954545456,0.63829787,0.23434396,,300000,187533,0,1547978,,,,,99,30,,30,,1,1,10,5,4,1,566,4,1,0,9,1,0,0,0,0,2,-999,1
CR202410090010800000005142,,3,0,,0,15,0,0,,0,0,0,-3,47,2.7585425000000003,1.0,0.15551732,,550000,274881,0,1007239,,,,,10,20,,20,,0,2,10,4,3,1,416,3,2,1,5,1,1,1,1,0,4,-999,1
CR202410090010800000005282,,36,0,,0,15,0,0,20,0,0,0,0,32,0.28773889,0.86321667,0.08425988,,258965,0,0,258965,,,,,99,20,,20,,0,3,,4,3,0,266,3,0,0,9,0,0,0,0,0,4,-999,2
CR202410090010800000005363,,3,0,,0,,0,0,20,0,0,15,0,29,1.6632712741666669,1.0,0.88511206,,450000,98600,0,1053679,,,,,50,30,,30,,0,1,,3,2,1,501,2,0,0,2,2,2,0,2,0,3,-999,2
CR202410090010800000006339,,3,0,,0,,0,0,,0,0,15,6,37,0.63199342125,0.9986,0.74624214,,29958,29958,1000,94922,,,,,99,40,,40,,0,1,,5,3,1,1166,3,1,0,6,3,0,1,0,0,3,-999,2
CR202410090010800000006591,,65,0,,0,,0,0,20,0,0,0,0,34,1.616801515,1.40947946,0.21899128,,220950,220950,0,315859,,,,,99,10,,10,,0,1,10,5,3,0,742,4,0,0,9,0,2,0,1,0,4,-999,1
CR202410090010800000006611,,9,0,,0,15,0,0,,0,0,0,0,29,0.0,0.0,0.0,,0,0,0,0,,,,,99,20,,20,,0,1,,5,4,0,453,4,0,0,9,0,0,0,0,0,4,-999,3
CR202410090010800000007678,,0,0,,0,,0,0,,0,0,15,2,44,0.51570874,0.64308682,0.44749075,,200000,171390,0,731054,,,,,50,30,,30,,0,1,10,4,3,1,1041,3,1,1,7,1,0,1,0,0,1,-999,0
CR202410090010800000007839,,0,0,,0,,0,0,,0,0,0,6,36,0.6234320839999999,1.0,0.5672571,,200000,197577,0,399349,,,,,99,10,,10,,0,1,,5,0,1,3394,0,1,0,9,3,0,2,0,0,3,-999,2
CR202410090010800000008511,,0,0,,0,,0,0,,0,0,15,-3,46,1.593945454,2.36937838,0.82704717,,87667,87667,0,87667,,,,,99,40,,40,,1,2,,5,0,1,2674,2,0,0,9,2,0,0,0,0,3,-999,2
CR202410090010800000009205,,0,0,,0,,0,0,20,0,0,0,0,30,0.27725648416666665,1.0,0.61045993,,200000,170,0,520505,,,,,99,20,,20,,1,2,,5,1,0,2407,3,2,0,9,0,1,0,0,0,1,2108,1
CR202410090010800000010666,,3,0,,0,15,0,0,,0,0,0,-3,48,0.19241462535714285,1.0,0.35867617,,300000,13643,0,1135209,,,,,99,10,,10,,0,3,,4,3,1,412,3,1,0,9,1,1,0,1,0,2,-999,1
CR202410090010800000010687,,2,0,,0,,0,0,,0,0,15,0,33,0.43852778666666664,0.67318333,0.49685012,,80782,80782,35008,199142,,,,,99,99,,99,,0,1,,5,2,1,1625,2,0,1,1,1,2,1,1,0,4,-999,2
CR202403180010800000000165,,5,0,,0,,0,0,,0,0,15,-11,55,0.008734935454545454,0.05189474,0.01410073,,4930,119,0,5155,,,,,40,91,,91,,0,2,10,5,2,1,953,4,0,0,11,1,1,0,0,0,4,3364,2
CR202403180010800000000553,,0,0,,0,,0,0,,0,0,15,-11,56,4.0761E-4,3.0E-4,2.0161E-4,,30,0,0,30,,,,,99,60,,60,,0,2,10,3,0,1,3111,1,0,1,2,3,0,1,0,0,2,-999,1
CR202403180010800000000630,,0,0,,0,,0,0,,0,0,15,-11,51,0.509666665,1.0,0.96731111,,87000,58,58,87058,,,,,99,30,,30,,0,2,,3,1,0,1827,1,1,0,9,0,0,0,0,0,1,-999,0
CR202403180010800000001642,,1,0,,0,,0,0,20,0,0,0,0,25,0.03025,0.0605,0.06049244,,484,0,0,484,,,,,99,20,,20,,0,2,,2,0,0,1911,0,0,0,9,0,0,0,0,0,0,2633,0
CR202403180010800000002480,,0,0,,0,,0,0,,0,0,15,-11,57,,,,,,,,,,,,,99,60,,60,,0,1,,2,0,1,1339,0,1,1,1,2,0,2,0,0,1,-999,0
CR202403180010800000002750,,1,0,,0,,0,0,,0,0,15,-11,54,0.38311947,0.76623894,0.60548951,,17317,0,0,17317,,,,,99,30,,30,,0,1,,3,0,1,6369,0,0,1,1,3,0,3,0,0,2,8843,1
CR202403180010800000003003,,0,0,,0,,0,0,,0,0,15,2,43,0.4142440171428571,0.930075,0.58738574,,74406,74406,0,186028,,,,,40,60,,60,,0,2,,4,2,1,916,3,1,1,1,3,0,1,0,0,4,-999,1
CR202403180010800000003112,,0,0,,0,,0,0,,0,0,15,-11,54,0.0,0.0,0.0,,0,0,0,0,,,,,99,30,,30,,0,1,10,4,2,1,4017,2,0,1,1,1,0,1,0,0,1,-999,-999
CR202403180010800000003165,,1,0,,0,,0,0,,0,0,15,-11,56,0.47042857,0.44785714,0.10528484,,12540,,,13033,,,,,40,40,,40,,0,2,,5,0,1,980,4,0,3,1,3,0,3,0,0,2,-999,2
CR202403180010800000003712,,0,0,,0,,0,0,,0,0,15,-11,57,0.04922307692307692,0.2405,0.04094093,,4810,4810,0,5599,,,,,50,60,,60,,0,2,,5,1,1,1196,3,1,1,1,3,0,1,0,0,4,6651,2
CR202403180010800000004023,,0,0,,0,15,0,0,,0,0,0,-11,24,0.0,0.0,0.0,,0,0,0,0,,,,,50,20,,20,,0,1,,5,4,1,155,4,5,1,7,1,0,1,0,0,1,-999,1
CR202403180010800000004050,,0,0,,0,,0,0,,0,0,15,2,41,0.22673267,0.22673267,0.22673267,,229,,,229,,,,,99,30,,30,,0,1,10,3,0,1,1833,0,0,0,9,2,0,2,0,0,0,-999,-999
CR202403180010800000004901,,0,0,,0,,0,0,,0,0,15,2,43,1.0,1.0,0.78125,,10000,,,10000,,,,,99,30,,30,,0,1,,4,2,1,1539,2,1,1,2,2,0,1,0,0,3,-999,1
CR202403180010800000005118,,1,0,,0,,0,0,20,0,0,15,2,44,0.0,0.0,0.0,,0,,,0,,,,,,,,,,0,1,,0,0,0,-999,0,0,0,,0,0,0,0,1,-999,-999,-999
CR202403180010800000005174,,1,0,,0,,0,0,,0,0,15,6,40,0.6456826899999999,1.0,0.92104446,,105000,0,0,171959,,,,,99,30,,30,,0,1,,4,3,0,433,3,3,0,9,0,0,0,0,0,1,-999,1
CR202403180010800000006293,,0,0,,0,,0,0,,0,0,15,-3,50,0.029411765,0.18181818,0.06107803,,40000,0,0,40000,,,,,50,30,,30,,0,1,,5,2,1,1148,2,2,0,4,2,1,1,0,0,3,-999,1
CR202403180010800000006597,,1,0,,0,,0,0,,0,0,15,0,35,0.615625771111111,0.96298333,0.74567407,,57779,57779,0,176941,,,,,40,30,,30,,0,2,,5,4,0,248,4,2,0,7,0,0,0,0,0,3,-999,2
CR202403180010800000007096,,0,0,,0,,0,0,,0,0,0,0,31,0.35585575454545454,1.0,0.3342594,,300000,71703,0,550562,,,,,10,20,,20,,0,2,,4,3,0,708,3,0,0,9,0,1,0,0,0,4,-999,2
CR202403180010800000007329,,0,0,,0,,0,0,,0,0,15,-3,48,0.0,0.0,0.0,,0,0,0,0,,,,,,60,,60,,0,2,,2,0,1,1378,0,0,0,3,1,1,1,0,0,-999,-999,-999
